"date","site_code","product_code","preds"
"2019 Sep","C1024","AS17005",0.671168158549676
"2019 Sep","C1024","AS27000",220.394651867815
"2019 Sep","C1024","AS27132",9.57856579318076
"2019 Sep","C1024","AS27133",57.3329965203917
"2019 Sep","C1024","AS27134",6.3696036124176
"2019 Sep","C1024","AS27137",7.34219034163964
"2019 Sep","C1024","AS27138",11.8646723907382
"2019 Sep","C1024","AS46000",8.33560084339184
"2019 Sep","C1026","AS27000",69.1543443429376
"2019 Sep","C1026","AS27132",10.4584056064455
"2019 Sep","C1026","AS27133",22.6367133730074
"2019 Sep","C1026","AS27134",12.5467773672831
"2019 Sep","C1026","AS27137",10.4577865234194
"2019 Sep","C1026","AS27138",14.000551209794
"2019 Sep","C1027","AS17005",0.0191557341934463
"2019 Sep","C1027","AS21126",0
"2019 Sep","C1027","AS27000",29.8749604349
"2019 Sep","C1027","AS27132",0.480249122529158
"2019 Sep","C1027","AS27133",26.2513563868492
"2019 Sep","C1027","AS27134",12.8732972038459
"2019 Sep","C1027","AS27137",11.6872752969781
"2019 Sep","C1027","AS27138",15.9092537733115
"2019 Sep","C1027","AS42018",0
"2019 Sep","C1027","AS46000",0
"2019 Sep","C1028","AS17005",0
"2019 Sep","C1028","AS21126",0
"2019 Sep","C1028","AS27000",34.9981977374323
"2019 Sep","C1028","AS27132",0.377039023658817
"2019 Sep","C1028","AS27133",21.7444090707359
"2019 Sep","C1028","AS27134",8.26971531583977
"2019 Sep","C1028","AS27137",3.77914043249851
"2019 Sep","C1028","AS27138",5.46390796794014
"2019 Sep","C1029","AS27000",33.907937160502
"2019 Sep","C1029","AS27132",1.78268255216949
"2019 Sep","C1029","AS27133",87.8534280902039
"2019 Sep","C1029","AS27134",44.9410251035918
"2019 Sep","C1029","AS27137",1.96101587037639
"2019 Sep","C1029","AS27138",6.40278727564513
"2019 Sep","C1029","AS27139",0
"2019 Sep","C1029","AS46000",8.32698041081474
"2019 Sep","C1030","AS17005",0
"2019 Sep","C1030","AS21126",0.0282257444746174
"2019 Sep","C1030","AS27000",59.241301415872
"2019 Sep","C1030","AS27132",2.9490488875334
"2019 Sep","C1030","AS27133",5.9758951178831
"2019 Sep","C1030","AS27134",5.09455864251606
"2019 Sep","C1030","AS27137",3.60086903961312
"2019 Sep","C1030","AS27138",3.91828266070426
"2019 Sep","C1030","AS27139",0
"2019 Sep","C1030","AS42018",0.169397511370693
"2019 Sep","C1030","AS46000",0.388371751798142
"2019 Sep","C1034","AS27000",25.5658751244331
"2019 Sep","C1034","AS27132",7.95515100103047
"2019 Sep","C1034","AS27133",42.5849343752474
"2019 Sep","C1034","AS27134",10.023564938318
"2019 Sep","C1034","AS27138",13.5717375165322
"2019 Sep","C1035","AS27000",15.6695429435147
"2019 Sep","C1035","AS27132",0
"2019 Sep","C1035","AS27133",17.4606943695146
"2019 Sep","C1035","AS27134",4.05033877257321
"2019 Sep","C1035","AS27137",0.0725564013456882
"2019 Sep","C1035","AS27138",7.58069516352643
"2019 Sep","C1035","AS46000",19.8014344010616
"2019 Sep","C1051","AS27000",28.2135020705944
"2019 Sep","C1051","AS27132",2.28549104726856
"2019 Sep","C1051","AS27133",20.9781222877427
"2019 Sep","C1051","AS27134",18.9450873987656
"2019 Sep","C1051","AS27137",5.08075472780205
"2019 Sep","C1051","AS27138",6.82390268618519
"2019 Sep","C1054","AS21126",0
"2019 Sep","C1054","AS27000",55.4391030760696
"2019 Sep","C1054","AS27132",7.10488443356113
"2019 Sep","C1054","AS27133",28.4037617850514
"2019 Sep","C1054","AS27134",16.1411777778725
"2019 Sep","C1054","AS27137",17.7007444467185
"2019 Sep","C1054","AS27138",31.8161778346161
"2019 Sep","C1055","AS17005",0
"2019 Sep","C1055","AS21126",0
"2019 Sep","C1055","AS27000",12.8765247276814
"2019 Sep","C1055","AS27132",1.40133431546027
"2019 Sep","C1055","AS27133",21.9531440602201
"2019 Sep","C1055","AS27134",0.089042991593382
"2019 Sep","C1055","AS27137",0
"2019 Sep","C1055","AS27138",3.63866474074794
"2019 Sep","C1055","AS27139",0.0436565908840068
"2019 Sep","C1055","AS42018",0.0241412636504749
"2019 Sep","C1055","AS46000",0
"2019 Sep","C1056","AS21126",0
"2019 Sep","C1056","AS27000",7.21442846422185
"2019 Sep","C1056","AS27132",0.312910124024544
"2019 Sep","C1056","AS27133",166.793765315643
"2019 Sep","C1056","AS27134",14.0365724392908
"2019 Sep","C1056","AS27137",0
"2019 Sep","C1056","AS27138",0.177557561878236
"2019 Sep","C1056","AS46000",0
"2019 Sep","C1058","AS21126",0
"2019 Sep","C1058","AS27000",2.26406014845803
"2019 Sep","C1058","AS27137",1.81246487018108
"2019 Sep","C1059","AS27000",58.6900656373798
"2019 Sep","C1059","AS27132",6.20719009398645
"2019 Sep","C1059","AS27133",55.7234692497422
"2019 Sep","C1059","AS27134",6.79337914637651
"2019 Sep","C1059","AS27137",6.90815642229571
"2019 Sep","C1059","AS27138",9.74645795870918
"2019 Sep","C1061","AS21126",1.01550196530884
"2019 Sep","C1061","AS27000",50.4359721417852
"2019 Sep","C1061","AS27132",8.34059452579641
"2019 Sep","C1061","AS27133",49.3030872273137
"2019 Sep","C1061","AS27134",26.2014265669142
"2019 Sep","C1061","AS27137",2.1540867938261
"2019 Sep","C1061","AS27138",2.57895902761936
"2019 Sep","C1061","AS42018",0.19974045403227
"2019 Sep","C1062","AS21126",0.243526574111928
"2019 Sep","C1062","AS27000",130.025958106146
"2019 Sep","C1062","AS27132",12.1130087104759
"2019 Sep","C1062","AS27133",49.4910494356482
"2019 Sep","C1062","AS27134",50.7364280473305
"2019 Sep","C1062","AS27137",16.5281447343184
"2019 Sep","C1062","AS27138",20.1441484771582
"2019 Sep","C1062","AS27139",0
"2019 Sep","C1063","AS17005",0.0414920293153551
"2019 Sep","C1063","AS21126",0
"2019 Sep","C1063","AS27000",5.40444213205501
"2019 Sep","C1063","AS27132",4.26565150192538
"2019 Sep","C1063","AS27133",19.9582280036329
"2019 Sep","C1063","AS27134",9.50740206630533
"2019 Sep","C1063","AS27137",1.35023674758612
"2019 Sep","C1063","AS27138",0.368473354213127
"2019 Sep","C1063","AS27139",0.181522169377452
"2019 Sep","C1063","AS42018",0.0420903333933493
"2019 Sep","C1063","AS46000",0
"2019 Sep","C1066","AS27000",58.9070088596839
"2019 Sep","C1066","AS27132",29.972308968673
"2019 Sep","C1066","AS27133",75.0893020145865
"2019 Sep","C1066","AS27134",50.4021018438121
"2019 Sep","C1066","AS27137",4.11731710519565
"2019 Sep","C1066","AS27138",19.6443861980783
"2019 Sep","C1067","AS27000",15.151947337929
"2019 Sep","C1067","AS27133",5.51463331847846
"2019 Sep","C1067","AS27134",2.96239392824987
"2019 Sep","C1067","AS27137",10.589753409417
"2019 Sep","C1069","AS27000",90.4681857726559
"2019 Sep","C1069","AS27132",1.57972287158698
"2019 Sep","C1069","AS27133",63.7232404194362
"2019 Sep","C1069","AS27134",3.99581679839376
"2019 Sep","C1069","AS27137",12.8228767673181
"2019 Sep","C1069","AS27138",11.19440216944
"2019 Sep","C1069","AS42018",0.688749386390099
"2019 Sep","C1070","AS21126",0
"2019 Sep","C1070","AS27000",7.66194588389546
"2019 Sep","C1070","AS27132",4.74111334939506
"2019 Sep","C1070","AS27134",17.3631707935799
"2019 Sep","C1072","AS21126",0
"2019 Sep","C1072","AS27000",3.0170315053757
"2019 Sep","C1072","AS27132",0
"2019 Sep","C1072","AS27133",0.0206943975296543
"2019 Sep","C1072","AS27134",4.81016316265935
"2019 Sep","C1072","AS27137",2.01962922217181
"2019 Sep","C1072","AS27138",1.00357759152814
"2019 Sep","C1072","AS27139",0.086972541311019
"2019 Sep","C1073","AS21126",0
"2019 Sep","C1073","AS27000",35.6221944893756
"2019 Sep","C1073","AS27132",3.29596372795759
"2019 Sep","C1073","AS27133",87.5107642790844
"2019 Sep","C1073","AS27134",26.7616311309676
"2019 Sep","C1073","AS27137",11.7163703572733
"2019 Sep","C1073","AS27138",17.077589603264
"2019 Sep","C1074","AS27000",45.0818784199908
"2019 Sep","C1074","AS27132",1.29911549690006
"2019 Sep","C1074","AS27133",5.53406924944461
"2019 Sep","C1074","AS27134",14.9000364721279
"2019 Sep","C1074","AS27137",13.0718212817762
"2019 Sep","C1074","AS27138",8.23797784596463
"2019 Sep","C1077","AS21126",3.37920731445873
"2019 Sep","C1077","AS27000",282.381209240504
"2019 Sep","C1077","AS27132",18.2888022331626
"2019 Sep","C1077","AS27133",5.50552755877933
"2019 Sep","C1077","AS27134",35.0376012788113
"2019 Sep","C1077","AS27137",12.0856794781674
"2019 Sep","C1077","AS27138",21.1476053119515
"2019 Sep","C1078","AS21126",1.67168310254306
"2019 Sep","C1078","AS27000",179.656181648831
"2019 Sep","C1078","AS27132",16.5998405415037
"2019 Sep","C1078","AS27133",47.7352693936035
"2019 Sep","C1078","AS27134",26.8430215406936
"2019 Sep","C1078","AS27137",3.87678894383364
"2019 Sep","C1078","AS27138",3.99767511684544
"2019 Sep","C1078","AS42018",0.339729325573942
"2019 Sep","C1082","AS21126",0.707980533852876
"2019 Sep","C1082","AS27000",32.244982071945
"2019 Sep","C1082","AS27132",3.77524976689317
"2019 Sep","C1082","AS27133",37.7251866368407
"2019 Sep","C1082","AS27134",38.7088870146679
"2019 Sep","C1082","AS27137",5.9357459776048
"2019 Sep","C1082","AS27138",5.57300933089203
"2019 Sep","C1083","AS27000",0.278089031335685
"2019 Sep","C1083","AS27133",31.373208443567
"2019 Sep","C1083","AS27138",3.39402858877108
"2019 Sep","C1083","AS46000",30.8360978450351
"2019 Sep","C1084","AS17005",0.185849170912245
"2019 Sep","C1084","AS21126",8.82416598306004
"2019 Sep","C1084","AS27000",47.432138874249
"2019 Sep","C1084","AS27132",4.34369684788295
"2019 Sep","C1084","AS27133",39.826646629527
"2019 Sep","C1084","AS27134",27.3846035353252
"2019 Sep","C1084","AS27137",11.1031098408812
"2019 Sep","C1084","AS27138",16.155793065018
"2019 Sep","C1086","AS27000",132.114784086375
"2019 Sep","C1086","AS27132",48.5259021066848
"2019 Sep","C1086","AS27133",91.6503959689544
"2019 Sep","C1086","AS27134",116.570961879343
"2019 Sep","C1086","AS27137",17.7673723053513
"2019 Sep","C1086","AS27138",13.0457409084998
"2019 Sep","C1087","AS17005",19.6488329091759
"2019 Sep","C1087","AS21126",4.29649052469762
"2019 Sep","C1087","AS27000",80.1007013414342
"2019 Sep","C1087","AS27132",13.1707781374738
"2019 Sep","C1087","AS27133",119.372890920945
"2019 Sep","C1087","AS27134",20.4411339517347
"2019 Sep","C1087","AS27137",14.7731999901471
"2019 Sep","C1087","AS27138",24.7215008515963
"2019 Sep","C1087","AS27139",0.531060040117492
"2019 Sep","C1087","AS42018",9.85714414686055
"2019 Sep","C1087","AS46000",4.28981432668144
"2019 Sep","C1088","AS21126",16.0711749211625
"2019 Sep","C1088","AS27000",32.4000479932951
"2019 Sep","C1088","AS27132",19.5282436308057
"2019 Sep","C1088","AS27133",163.018159511853
"2019 Sep","C1088","AS27134",67.9325186458944
"2019 Sep","C1088","AS27137",20.1520105871313
"2019 Sep","C1088","AS27138",20.5684077729548
"2019 Sep","C1089","AS27000",10.193360509391
"2019 Sep","C1089","AS27132",0.937300864528443
"2019 Sep","C1089","AS27133",25.5392264461378
"2019 Sep","C1089","AS27134",33.3726582218871
"2019 Sep","C1089","AS27138",9.98913883929739
"2019 Sep","C1089","AS27139",0.304821314757004
"2019 Sep","C1090","AS21126",91.5938562300804
"2019 Sep","C1090","AS27000",47.3902600660139
"2019 Sep","C1090","AS27132",8.40690551327774
"2019 Sep","C1090","AS27133",64.1327997796911
"2019 Sep","C1090","AS27134",22.2623921861189
"2019 Sep","C1090","AS27137",6.77015380826754
"2019 Sep","C1090","AS27138",9.43105225833947
"2019 Sep","C1090","AS27139",1.0857449248629
"2019 Sep","C1090","AS46000",95.5745032268599
"2019 Sep","C1091","AS21126",6.40832887599769
"2019 Sep","C1091","AS27000",12.5735318870873
"2019 Sep","C1091","AS27133",28.3844889449216
"2019 Sep","C1091","AS27137",10.0864714631707
"2019 Sep","C1091","AS27138",8.46574998764921
"2019 Sep","C1092","AS21126",0
"2019 Sep","C1092","AS27000",8.783935537624
"2019 Sep","C1092","AS27132",3.37184088532304
"2019 Sep","C1092","AS27133",67.5494156855832
"2019 Sep","C1092","AS27134",26.8402435911839
"2019 Sep","C1092","AS27137",6.24950324842717
"2019 Sep","C1092","AS27139",0
"2019 Sep","C1092","AS46000",26.2693783724642
"2019 Sep","C1093","AS27000",6.02880093678621
"2019 Sep","C1093","AS27133",25.703058492913
"2019 Sep","C1093","AS27139",0
"2019 Sep","C1093","AS46000",7.14503320916703
"2019 Sep","C1094","AS27000",0
"2019 Sep","C1094","AS27137",3.98894766373356
"2019 Sep","C1094","AS27138",28.514614321938
"2019 Sep","C1095","AS21126",0
"2019 Sep","C1095","AS27000",2.72328613966054
"2019 Sep","C1095","AS27132",0.206190497924292
"2019 Sep","C1095","AS27133",19.6787219455253
"2019 Sep","C1095","AS27134",4.09527454764402
"2019 Sep","C1095","AS27137",3.50749758539115
"2019 Sep","C1095","AS27138",3.29868333098987
"2019 Sep","C1098","AS27000",15.2768511239571
"2019 Sep","C1098","AS27132",0
"2019 Sep","C1098","AS27133",20.4196488253418
"2019 Sep","C1098","AS27134",10.2496086654575
"2019 Sep","C1098","AS27137",4.33199062452411
"2019 Sep","C1098","AS27138",9.46123156648801
"2019 Sep","C1098","AS27139",0.196454091377375
"2019 Sep","C1099","AS17005",2.02706368546346
"2019 Sep","C1099","AS21126",16.9226200930112
"2019 Sep","C1099","AS27000",35.4876278189369
"2019 Sep","C1099","AS27133",73.8264112538094
"2019 Sep","C1099","AS27134",35.5835052402615
"2019 Sep","C1099","AS27137",22.8641425773667
"2019 Sep","C1099","AS27138",44.1039236200701
"2019 Sep","C1099","AS42018",5.09768802609651
"2019 Sep","C1101","AS27000",17.7386874580006
"2019 Sep","C1101","AS27132",1.58779735061412
"2019 Sep","C1101","AS27133",28.7904729795294
"2019 Sep","C1101","AS27134",2.58477521945489
"2019 Sep","C1101","AS27137",1.86641427677907
"2019 Sep","C1101","AS27138",0.0489649103513367
"2019 Sep","C1106","AS21126",0
"2019 Sep","C1106","AS27000",6.70225820423166
"2019 Sep","C1106","AS27132",3.43346610976733
"2019 Sep","C1106","AS27133",0
"2019 Sep","C1106","AS27134",8.72116693667501
"2019 Sep","C1106","AS27138",0.149649177983462
"2019 Sep","C1112","AS17005",0.0142315905044431
"2019 Sep","C1112","AS21126",2.8167909754871
"2019 Sep","C1112","AS27000",13.6300749886145
"2019 Sep","C1112","AS27132",1.11860403578053
"2019 Sep","C1112","AS27133",19.3129174917112
"2019 Sep","C1112","AS27134",14.2984831612255
"2019 Sep","C1112","AS27137",2.61368497844663
"2019 Sep","C1112","AS27138",9.69895909752082
"2019 Sep","C1112","AS27139",0
"2019 Sep","C1112","AS42018",0
"2019 Sep","C1112","AS46000",5.75029825247772
"2019 Sep","C1144","AS27000",10.0131911073258
"2019 Sep","C1144","AS27132",0
"2019 Sep","C1144","AS27133",47.4068253628674
"2019 Sep","C1144","AS27134",16.166479576351
"2019 Sep","C1144","AS27138",4.65957124163143
"2019 Sep","C1144","AS46000",5.53455685052946
"2019 Sep","C1399","AS27000",32.1541860729941
"2019 Sep","C1399","AS27132",6.68520275230783
"2019 Sep","C1399","AS27133",23.1308259038627
"2019 Sep","C1399","AS27134",16.0163870118856
"2019 Sep","C1399","AS27137",0.40690510817247
"2019 Sep","C1399","AS27138",0.738282354141659
"2019 Sep","C1411","AS21126",0.644334439470491
"2019 Sep","C1411","AS27000",39.587490581558
"2019 Sep","C1411","AS27132",3.89246108676127
"2019 Sep","C1411","AS27133",40.0364683985552
"2019 Sep","C1411","AS27134",0
"2019 Sep","C1411","AS27137",3.30146026467605
"2019 Sep","C1411","AS27138",12.8511820612933
"2019 Sep","C1411","AS27139",0.0171283061566294
"2019 Sep","C1411","AS42018",0.0223557239808103
"2019 Sep","C1413","AS21126",0.0786249188120215
"2019 Sep","C1413","AS27000",20.636440090054
"2019 Sep","C1413","AS27132",9.79577800219932
"2019 Sep","C1413","AS27133",16.0342602425158
"2019 Sep","C1413","AS27134",9.34145325725692
"2019 Sep","C1413","AS27138",5.44968061681598
"2019 Sep","C1679","AS27000",3.15962062601249
"2019 Sep","C1679","AS27133",12.6500476097353
"2019 Sep","C1679","AS27138",0.0309178595581914
"2019 Sep","C1679","AS27139",0
"2019 Sep","C1679","AS46000",25.9100335507634
"2019 Sep","C1681","AS17005",0
"2019 Sep","C1681","AS21126",0
"2019 Sep","C1681","AS27000",13.7902416172928
"2019 Sep","C1681","AS27132",3.21419265918544
"2019 Sep","C1681","AS27133",94.4632767453244
"2019 Sep","C1681","AS27134",19.7147618323833
"2019 Sep","C1681","AS27137",3.60698297360591
"2019 Sep","C1681","AS27138",29.6673521702894
"2019 Sep","C1701","AS21126",0
"2019 Sep","C1701","AS27133",0.318928362768583
"2019 Sep","C1701","AS27138",0
"2019 Sep","C1701","AS27139",0.0507218927931481
"2019 Sep","C1745","AS27000",0.377898518000432
"2019 Sep","C1745","AS27132",0.00569259783072184
"2019 Sep","C1745","AS27133",10.699134569972
"2019 Sep","C1745","AS27134",10.0982237029709
"2019 Sep","C1745","AS27137",16.1732274057013
"2019 Sep","C1745","AS27138",4.85796362291067
"2019 Sep","C1745","AS46000",40.0415520242644
"2019 Sep","C2002","AS21126",0
"2019 Sep","C2002","AS27000",9.31093165611756
"2019 Sep","C2002","AS27132",1.13122717846368
"2019 Sep","C2002","AS27133",22.4898769587873
"2019 Sep","C2002","AS27137",2.34557448747396
"2019 Sep","C2002","AS27138",7.93112053185654
"2019 Sep","C2002","AS42018",0
"2019 Sep","C2003","AS27000",13.5245525392444
"2019 Sep","C2003","AS27132",19.3540148312951
"2019 Sep","C2003","AS27133",13.3753822263317
"2019 Sep","C2003","AS27137",21.6589531757654
"2019 Sep","C2003","AS27138",0.352344136787046
"2019 Sep","C2004","AS27000",59.4734867254771
"2019 Sep","C2004","AS27132",2.53415797748402
"2019 Sep","C2004","AS27133",78.3628846060524
"2019 Sep","C2004","AS27134",5.65949433323886
"2019 Sep","C2004","AS27137",4.94572287971257
"2019 Sep","C2004","AS27138",16.1704635303739
"2019 Sep","C2004","AS27139",0
"2019 Sep","C2005","AS27000",181.821323467774
"2019 Sep","C2005","AS27133",192.554402593759
"2019 Sep","C2005","AS27134",24.5763494487677
"2019 Sep","C2005","AS27137",30.3932244573915
"2019 Sep","C2006","AS21126",1.60139840590339
"2019 Sep","C2006","AS27000",88.0673180314711
"2019 Sep","C2006","AS27132",10.7924745746485
"2019 Sep","C2006","AS27133",98.660724719015
"2019 Sep","C2006","AS27134",86.4998491816029
"2019 Sep","C2006","AS27137",14.9276055631515
"2019 Sep","C2006","AS27138",16.4663700892697
"2019 Sep","C2006","AS27139",0.614494485744352
"2019 Sep","C2006","AS46000",14.3488854363461
"2019 Sep","C2007","AS21126",0.977659650061895
"2019 Sep","C2007","AS27000",4.80792171198059
"2019 Sep","C2007","AS27132",8.60460126684069
"2019 Sep","C2007","AS27133",19.316612372042
"2019 Sep","C2007","AS27134",11.6240909725871
"2019 Sep","C2007","AS27137",12.5177739361023
"2019 Sep","C2007","AS27138",17.6458395664599
"2019 Sep","C2008","AS27000",1.03441521562922
"2019 Sep","C2008","AS27132",0.460415275325096
"2019 Sep","C2008","AS27133",8.96611675527623
"2019 Sep","C2008","AS27137",7.75088529009223
"2019 Sep","C2008","AS27138",7.45012809726894
"2019 Sep","C2008","AS46000",20.8312666994613
"2019 Sep","C2009","AS17005",3.67438575995849
"2019 Sep","C2009","AS27000",20.4647684676393
"2019 Sep","C2009","AS27132",6.32697407593452
"2019 Sep","C2009","AS27133",27.5578799461067
"2019 Sep","C2009","AS27138",1.59075896401749
"2019 Sep","C2010","AS17005",0.360632807338416
"2019 Sep","C2010","AS21126",0
"2019 Sep","C2010","AS27000",26.4186280985923
"2019 Sep","C2010","AS27132",8.20977100585152
"2019 Sep","C2010","AS27133",71.9984048765762
"2019 Sep","C2010","AS27134",13.7941177984089
"2019 Sep","C2010","AS27137",14.9723499351169
"2019 Sep","C2010","AS27138",13.7895113965018
"2019 Sep","C2010","AS27139",0
"2019 Sep","C2010","AS42018",0
"2019 Sep","C2010","AS46000",14.8427573963566
"2019 Sep","C2011","AS17005",0.727737968160646
"2019 Sep","C2011","AS27000",61.4202226174953
"2019 Sep","C2011","AS27133",102.48332881322
"2019 Sep","C2011","AS27134",13.1924438213706
"2019 Sep","C2011","AS27137",30.1931102308034
"2019 Sep","C2011","AS27138",42.6240892773916
"2019 Sep","C2011","AS27139",0.208072406840457
"2019 Sep","C2011","AS42018",6.09246545244798
"2019 Sep","C2011","AS46000",10.5486044579542
"2019 Sep","C2015","AS21126",0
"2019 Sep","C2015","AS27000",5.44043291835335
"2019 Sep","C2015","AS27133",10.9143976960212
"2019 Sep","C2015","AS27134",5.55310159899034
"2019 Sep","C2015","AS27137",7.14655474756329
"2019 Sep","C2015","AS27138",3.00564969703702
"2019 Sep","C2015","AS27139",0.653186720931785
"2019 Sep","C2016","AS27000",42.1496170399016
"2019 Sep","C2016","AS27133",42.1915626220429
"2019 Sep","C2016","AS27134",22.9967906884001
"2019 Sep","C2017","AS17005",0.0125571274513625
"2019 Sep","C2017","AS21126",0
"2019 Sep","C2017","AS27000",2.96838497595902
"2019 Sep","C2017","AS27132",2.39324416571662
"2019 Sep","C2017","AS27133",21.1223606347762
"2019 Sep","C2017","AS27137",0.150606562158073
"2019 Sep","C2017","AS27138",3.51762987856933
"2019 Sep","C2017","AS46000",0
"2019 Sep","C2041","AS27000",8.71431292891774
"2019 Sep","C2041","AS27132",0
"2019 Sep","C2041","AS27133",21.4339207925015
"2019 Sep","C2041","AS27137",16.0257114815868
"2019 Sep","C2041","AS27138",5.69058348869087
"2019 Sep","C2047","AS27000",8.33020604263657
"2019 Sep","C2047","AS27133",42.6430931794065
"2019 Sep","C2047","AS27137",4.78636493650108
"2019 Sep","C2047","AS27138",9.42640478407108
"2019 Sep","C2047","AS27139",0.0533385863574061
"2019 Sep","C2049","AS21126",0
"2019 Sep","C2049","AS27000",18.7346791570667
"2019 Sep","C2049","AS27132",0.752159668909093
"2019 Sep","C2049","AS27133",30.4790654800483
"2019 Sep","C2049","AS27134",0
"2019 Sep","C2049","AS27137",0
"2019 Sep","C2049","AS27138",7.03644411498347
"2019 Sep","C2049","AS27139",0.13765785774547
"2019 Sep","C2049","AS46000",10.5185786537461
"2019 Sep","C2050","AS27000",7.73230871627201
"2019 Sep","C2050","AS27132",2.04364221268723
"2019 Sep","C2050","AS27133",7.44210641797421
"2019 Sep","C2050","AS27134",5.28927331748787
"2019 Sep","C2050","AS27137",1.5798094233365
"2019 Sep","C2050","AS27138",0.332814190297428
"2019 Sep","C2051","AS17005",0.691844813870317
"2019 Sep","C2051","AS21126",0
"2019 Sep","C2051","AS27000",13.45244151113
"2019 Sep","C2051","AS27132",3.56053171701749
"2019 Sep","C2051","AS27133",0
"2019 Sep","C2051","AS27134",6.55204949295992
"2019 Sep","C2051","AS27137",0
"2019 Sep","C2051","AS27138",2.71811454733285
"2019 Sep","C2051","AS27139",0
"2019 Sep","C2051","AS46000",0.980694479689723
"2019 Sep","C2052","AS27000",3.36838657650366
"2019 Sep","C2052","AS27132",1.78547859306019
"2019 Sep","C2052","AS27133",17.7025735998827
"2019 Sep","C2052","AS27134",4.49971278327671
"2019 Sep","C2053","AS27000",12.6488167749514
"2019 Sep","C2053","AS27132",2.97287003603283
