ID,prediction
2019 X 8 X C1010 X AS27132,4.786263577484772
2019 X 9 X C1010 X AS27132,5.735844425184422
2019 X 7 X C1010 X AS27133,42.96639882558253
2019 X 8 X C1010 X AS27133,35.97093390980047
2019 X 9 X C1010 X AS27133,45.76577664604565
2019 X 7 X C1010 X AS27134,22.20544894895642
2019 X 8 X C1010 X AS27134,24.126177212701673
2019 X 9 X C1010 X AS27134,21.38849650904087
2019 X 7 X C1010 X AS27137,7.208246131393397
2019 X 8 X C1010 X AS27137,8.008391967813642
2019 X 9 X C1010 X AS27137,5.304646301796861
2019 X 7 X C1010 X AS27138,6.3996872578565
2019 X 8 X C1010 X AS27138,1.1086060437545375
2019 X 9 X C1010 X AS27138,5.810005930757146
2019 X 7 X C1011 X AS21126,0.2531359146772968
2019 X 8 X C1011 X AS21126,0.6861805776581491
2019 X 9 X C1011 X AS21126,6.42620318463016
2019 X 7 X C1011 X AS27000,11.424908305414395
2019 X 8 X C1011 X AS27000,11.027565325714548
2019 X 9 X C1011 X AS27000,12.643133453747959
2019 X 7 X C1011 X AS27132,4.667147805005328
2019 X 8 X C1011 X AS27132,3.027613391933725
2019 X 9 X C1011 X AS27132,3.2716484750887913
2019 X 7 X C1011 X AS27133,60.76076693169841
2019 X 8 X C1011 X AS27133,52.4803474597272
2019 X 9 X C1011 X AS27133,66.84570973314834
2019 X 7 X C1011 X AS27134,7.692181152209276
2019 X 8 X C1011 X AS27134,7.999068728515493
2019 X 9 X C1011 X AS27134,3.4558612097472445
2019 X 7 X C1011 X AS27137,6.107326645922471
2019 X 8 X C1011 X AS27137,7.045450601849686
2019 X 9 X C1011 X AS27137,6.5028872650902665
2019 X 7 X C1011 X AS27138,16.495663840090973
2019 X 8 X C1011 X AS27138,23.383059676922453
2019 X 9 X C1011 X AS27138,14.413559131767204
2019 X 7 X C1011 X AS27139,0.009621456809648623
2019 X 8 X C1011 X AS27139,0.009621456809648623
2019 X 9 X C1011 X AS27139,0.009621456809648623
2019 X 7 X C1011 X AS46000,1.3487646836677047
2019 X 8 X C1011 X AS46000,1.3487646836677047
2019 X 9 X C1011 X AS46000,1.3487646836677047
2019 X 7 X C1014 X AS17005,0.0
2019 X 8 X C1014 X AS17005,0.07118347035468309
2019 X 9 X C1014 X AS17005,0.07118347035468309
2019 X 7 X C1014 X AS21126,0.006884725258435615
2019 X 8 X C1014 X AS21126,0.006884725258435615
2019 X 9 X C1014 X AS21126,0.006884725258435615
2019 X 7 X C1014 X AS27000,4.117494613017205
2019 X 8 X C1014 X AS27000,3.0100020195729273
2019 X 9 X C1014 X AS27000,0.39891136534314303
2019 X 7 X C1014 X AS27132,0.08724224056801286
2019 X 8 X C1014 X AS27132,0.08724224056801286
2019 X 9 X C1014 X AS27132,0.08724224056801286
2019 X 7 X C1014 X AS27133,10.995827643752284
2019 X 8 X C1014 X AS27133,11.551260861843298
2019 X 9 X C1014 X AS27133,2.913062601025133
2019 X 7 X C1014 X AS27134,0.0495437424725215
2019 X 8 X C1014 X AS27134,0.0495437424725215
2019 X 9 X C1014 X AS27134,0.0495437424725215
2019 X 7 X C1014 X AS27137,4.414520980441381
2019 X 8 X C1014 X AS27137,3.35444066786339
2019 X 9 X C1014 X AS27137,1.4095883086087042
2019 X 7 X C1014 X AS27138,4.793258547925968
2019 X 8 X C1014 X AS27138,5.392085134250427
2019 X 9 X C1014 X AS27138,4.833857734693468
2019 X 7 X C1014 X AS27139,0.057179447037573695
2019 X 8 X C1014 X AS27139,0.057179447037573695
2019 X 9 X C1014 X AS27139,0.057179447037573695
2019 X 7 X C1014 X AS42018,0.0
2019 X 8 X C1014 X AS42018,0.0
2019 X 9 X C1014 X AS42018,0.0
2019 X 7 X C1014 X AS46000,4.568294658981867
2019 X 8 X C1014 X AS46000,4.568294658981867
2019 X 9 X C1014 X AS46000,4.568294658981867
2019 X 7 X C1015 X AS17005,0.7972986018361607
2019 X 8 X C1015 X AS17005,0.7972986018361607
2019 X 9 X C1015 X AS17005,0.7972986018361607
2019 X 7 X C1015 X AS21126,0.0
2019 X 8 X C1015 X AS21126,0.0
2019 X 9 X C1015 X AS21126,0.0
2019 X 7 X C1015 X AS27000,16.19944020574483
2019 X 8 X C1015 X AS27000,37.39810471396304
2019 X 9 X C1015 X AS27000,24.393122151748692
2019 X 7 X C1015 X AS27132,6.072696460646996
2019 X 8 X C1015 X AS27132,5.6505101565769005
2019 X 9 X C1015 X AS27132,5.164774189192698
2019 X 7 X C1015 X AS27133,16.72988371464416
2019 X 8 X C1015 X AS27133,9.493069842084331
2019 X 9 X C1015 X AS27133,14.483976515551086
2019 X 7 X C1015 X AS27134,17.550521435896847
2019 X 8 X C1015 X AS27134,23.10010010964321
2019 X 9 X C1015 X AS27134,21.03882750625539
2019 X 7 X C1015 X AS27137,2.947508626268588
2019 X 8 X C1015 X AS27137,2.316638547872937
2019 X 9 X C1015 X AS27137,2.316638547872937
2019 X 7 X C1015 X AS27138,1.9778323441050945
2019 X 8 X C1015 X AS27138,1.9778323441050945
2019 X 9 X C1015 X AS27138,1.9778323441050945
2019 X 7 X C1015 X AS27139,0.44961754297303663
2019 X 8 X C1015 X AS27139,0.44961754297303663
2019 X 9 X C1015 X AS27139,0.44961754297303663
2019 X 7 X C1015 X AS42018,0.10163764048371839
2019 X 8 X C1015 X AS42018,0.10163764048371839
2019 X 9 X C1015 X AS42018,0.10163764048371839
2019 X 7 X C1015 X AS46000,30.19816052620854
2019 X 8 X C1015 X AS46000,46.745695333389406
2019 X 9 X C1015 X AS46000,28.626533647274883
2019 X 7 X C1017 X AS21126,0.0
2019 X 8 X C1017 X AS21126,0.0
2019 X 9 X C1017 X AS21126,0.0
2019 X 7 X C1017 X AS27000,0.0
2019 X 8 X C1017 X AS27000,0.0
2019 X 9 X C1017 X AS27000,0.0
2019 X 7 X C1017 X AS27132,0.0
2019 X 8 X C1017 X AS27132,0.0
2019 X 9 X C1017 X AS27132,0.0
2019 X 7 X C1017 X AS27133,30.156157776661885
2019 X 8 X C1017 X AS27133,29.981209810766543
2019 X 9 X C1017 X AS27133,27.640987463918698
2019 X 7 X C1017 X AS27134,0.023145692381471423
2019 X 8 X C1017 X AS27134,0.023145692381471423
2019 X 9 X C1017 X AS27134,0.023145692381471423
2019 X 7 X C1017 X AS27137,3.391670035415501
2019 X 8 X C1017 X AS27137,3.462888954415239
2019 X 9 X C1017 X AS27137,4.817560984897222
2019 X 7 X C1017 X AS27138,7.495828550023625
2019 X 8 X C1017 X AS27138,8.361386493589519
2019 X 9 X C1017 X AS27138,9.803178528284684
2019 X 7 X C1017 X AS42018,0.02054978287138045
2019 X 8 X C1017 X AS42018,0.02054978287138045
2019 X 9 X C1017 X AS42018,0.02054978287138045
2019 X 7 X C1018 X AS17005,0.7577501223632329
2019 X 8 X C1018 X AS17005,0.0
2019 X 9 X C1018 X AS17005,0.0
2019 X 7 X C1018 X AS21126,0.0
2019 X 8 X C1018 X AS21126,0.0
2019 X 9 X C1018 X AS21126,0.0
2019 X 7 X C1018 X AS27000,57.99172498704857
2019 X 8 X C1018 X AS27000,51.34710230394834
2019 X 9 X C1018 X AS27000,39.57792969572694
2019 X 7 X C1018 X AS27132,12.32243976715031
2019 X 8 X C1018 X AS27132,7.880983577876195
2019 X 9 X C1018 X AS27132,8.998861852440312
2019 X 7 X C1018 X AS27133,57.98269110410637
2019 X 8 X C1018 X AS27133,73.82961725741342
2019 X 9 X C1018 X AS27133,82.62429376281916
2019 X 7 X C1018 X AS27134,35.124303455148116
2019 X 8 X C1018 X AS27134,42.84654612999808
2019 X 9 X C1018 X AS27134,38.36071479359858
2019 X 7 X C1018 X AS27137,8.423213334129196
2019 X 8 X C1018 X AS27137,9.300052668908577
2019 X 9 X C1018 X AS27137,13.266241523543487
2019 X 7 X C1018 X AS27138,24.53168440505766
2019 X 8 X C1018 X AS27138,33.55967858049039
2019 X 9 X C1018 X AS27138,27.518671861346743
2019 X 7 X C1018 X AS27139,1.170763302234799
2019 X 8 X C1018 X AS27139,1.170763302234799
2019 X 9 X C1018 X AS27139,1.170763302234799
2019 X 7 X C1018 X AS42018,2.5158899349347768
2019 X 8 X C1018 X AS42018,0.4497097710130587
2019 X 9 X C1018 X AS42018,0.5925287388578473
2019 X 7 X C1018 X AS46000,7.524540754912443
2019 X 8 X C1018 X AS46000,20.09628890969694
2019 X 9 X C1018 X AS46000,34.5727903112363
2019 X 7 X C1024 X AS17005,0.11481016636538022
2019 X 8 X C1024 X AS17005,0.11481016636538022
2019 X 9 X C1024 X AS17005,0.11481016636538022
2019 X 7 X C1024 X AS27000,237.24676754633018
2019 X 8 X C1024 X AS27000,242.924232247485
2019 X 9 X C1024 X AS27000,221.67294268430743
2019 X 7 X C1024 X AS27132,1.6105916783637195
2019 X 8 X C1024 X AS27132,9.24722464462563
2019 X 9 X C1024 X AS27132,11.599061154144772
2019 X 7 X C1024 X AS27133,116.64191034956355
2019 X 8 X C1024 X AS27133,116.20747214806465
2019 X 9 X C1024 X AS27133,77.88326044736935
2019 X 7 X C1024 X AS27134,29.026959686553408
2019 X 8 X C1024 X AS27134,53.72852382850174
2019 X 9 X C1024 X AS27134,36.09964784776987
2019 X 7 X C1024 X AS27137,8.608009812243722
2019 X 8 X C1024 X AS27137,11.471973584238688
2019 X 9 X C1024 X AS27137,9.69994257381184
2019 X 7 X C1024 X AS27138,12.94788530193145
2019 X 8 X C1024 X AS27138,8.23150593515201
2019 X 9 X C1024 X AS27138,14.256541540093151
2019 X 7 X C1024 X AS46000,9.788869498275947
2019 X 8 X C1024 X AS46000,15.497100156914454
2019 X 9 X C1024 X AS46000,18.11135848338523
2019 X 7 X C1026 X AS27000,59.45812512787739
2019 X 8 X C1026 X AS27000,84.22686906734123
2019 X 9 X C1026 X AS27000,73.07819279263917
2019 X 7 X C1026 X AS27132,7.092757010029294
2019 X 8 X C1026 X AS27132,7.092757010029294
2019 X 9 X C1026 X AS27132,7.748172770286975
2019 X 7 X C1026 X AS27133,31.04866907013809
2019 X 8 X C1026 X AS27133,21.870839138943445
2019 X 9 X C1026 X AS27133,18.597675997886725
2019 X 7 X C1026 X AS27134,3.6005153964406684
2019 X 8 X C1026 X AS27134,9.277099392781334
2019 X 9 X C1026 X AS27134,9.672989771641245
2019 X 7 X C1026 X AS27137,11.051400881238733
2019 X 8 X C1026 X AS27137,4.639395986632744
2019 X 9 X C1026 X AS27137,3.8979560748358724
2019 X 7 X C1026 X AS27138,4.512217833447832
2019 X 8 X C1026 X AS27138,5.676712203684775
2019 X 9 X C1026 X AS27138,20.464857154705644
2019 X 7 X C1027 X AS17005,0.0
2019 X 8 X C1027 X AS17005,0.0
2019 X 9 X C1027 X AS17005,0.0
2019 X 7 X C1027 X AS21126,0.022607614807043565
2019 X 8 X C1027 X AS21126,0.022607614807043565
2019 X 9 X C1027 X AS21126,0.022607614807043565
2019 X 7 X C1027 X AS27000,23.679520329592137
2019 X 8 X C1027 X AS27000,61.58698997173838
2019 X 9 X C1027 X AS27000,32.440617615868646
2019 X 7 X C1027 X AS27132,2.3433085625003285
2019 X 8 X C1027 X AS27132,1.8798740922950117
2019 X 9 X C1027 X AS27132,1.289074326235497
2019 X 7 X C1027 X AS27133,30.19114889803528
2019 X 8 X C1027 X AS27133,40.66560595357591
2019 X 9 X C1027 X AS27133,33.88626271788129
2019 X 7 X C1027 X AS27134,17.177841296803077
2019 X 8 X C1027 X AS27134,24.68367751343626
2019 X 9 X C1027 X AS27134,18.9477383778067
2019 X 7 X C1027 X AS27137,7.662997475725533
2019 X 8 X C1027 X AS27137,12.845023655627044
2019 X 9 X C1027 X AS27137,4.735447177694617
2019 X 7 X C1027 X AS27138,5.472785676054682
2019 X 8 X C1027 X AS27138,20.384638671561014
2019 X 9 X C1027 X AS27138,6.286059006050419
2019 X 7 X C1027 X AS42018,0.014213031399726857
2019 X 8 X C1027 X AS42018,0.014213031399726857
2019 X 9 X C1027 X AS42018,0.014213031399726857
2019 X 7 X C1027 X AS46000,0.009199104503129907
2019 X 8 X C1027 X AS46000,0.009199104503129907
2019 X 9 X C1027 X AS46000,0.009199104503129907
2019 X 7 X C1028 X AS17005,0.0
2019 X 8 X C1028 X AS17005,0.0
2019 X 9 X C1028 X AS17005,0.0
2019 X 7 X C1028 X AS21126,0.021695681695430454
2019 X 8 X C1028 X AS21126,0.021695681695430454
2019 X 9 X C1028 X AS21126,0.021695681695430454
2019 X 7 X C1028 X AS27000,24.67152991537974
2019 X 8 X C1028 X AS27000,44.078750131272194
2019 X 9 X C1028 X AS27000,44.75743836493655
2019 X 7 X C1028 X AS27132,1.1851062078699865
2019 X 8 X C1028 X AS27132,1.1851062078699865
2019 X 9 X C1028 X AS27132,1.1851062078699865
2019 X 7 X C1028 X AS27133,36.56401208323014
2019 X 8 X C1028 X AS27133,32.93830261207044
2019 X 9 X C1028 X AS27133,21.673760465273418
2019 X 7 X C1028 X AS27134,20.42527583002497
2019 X 8 X C1028 X AS27134,20.42527583002497
2019 X 9 X C1028 X AS27134,20.42527583002497
2019 X 7 X C1028 X AS27137,4.878169235863611
2019 X 8 X C1028 X AS27137,6.608121784885051
2019 X 9 X C1028 X AS27137,2.439315072763964
2019 X 7 X C1028 X AS27138,5.474369764706914
2019 X 8 X C1028 X AS27138,3.172428781965977
2019 X 9 X C1028 X AS27138,2.097456482168163
2019 X 7 X C1029 X AS27000,37.99727843573202
2019 X 8 X C1029 X AS27000,27.58690329066331
2019 X 9 X C1029 X AS27000,44.61575856063295
2019 X 7 X C1029 X AS27132,3.566738817552374
2019 X 8 X C1029 X AS27132,2.384444574867598
2019 X 9 X C1029 X AS27132,3.6716705222203903
2019 X 7 X C1029 X AS27133,104.55492988281348
2019 X 8 X C1029 X AS27133,72.22482144474763
2019 X 9 X C1029 X AS27133,83.09575619270112
2019 X 7 X C1029 X AS27134,45.02768878571505
2019 X 8 X C1029 X AS27134,61.177056715401214
2019 X 9 X C1029 X AS27134,64.91206641028427
2019 X 7 X C1029 X AS27137,3.9413809161639035
2019 X 8 X C1029 X AS27137,4.849055398574816
2019 X 9 X C1029 X AS27137,1.9724003745048226
2019 X 7 X C1029 X AS27138,8.886914848359059
2019 X 8 X C1029 X AS27138,9.165429263561299
2019 X 9 X C1029 X AS27138,7.558201552763324
2019 X 7 X C1029 X AS27139,0.04785081493360082
2019 X 8 X C1029 X AS27139,0.04785081493360082
2019 X 9 X C1029 X AS27139,0.04785081493360082
2019 X 7 X C1029 X AS46000,9.618125515426733
2019 X 8 X C1029 X AS46000,9.618125515426733
2019 X 9 X C1029 X AS46000,9.618125515426733
2019 X 7 X C1030 X AS17005,0.25701245032736614
2019 X 8 X C1030 X AS17005,0.25701245032736614
2019 X 9 X C1030 X AS17005,0.25701245032736614
2019 X 7 X C1030 X AS21126,0.052644824482792896
2019 X 8 X C1030 X AS21126,0.052644824482792896
2019 X 9 X C1030 X AS21126,0.052644824482792896
2019 X 7 X C1030 X AS27000,59.09813642728069
2019 X 8 X C1030 X AS27000,48.80184239700982
2019 X 9 X C1030 X AS27000,45.39374060602395
2019 X 7 X C1030 X AS27132,10.522690785439245
2019 X 8 X C1030 X AS27132,14.253154571743147
2019 X 9 X C1030 X AS27132,8.771316552002027
2019 X 7 X C1030 X AS27133,14.317120111926082
2019 X 8 X C1030 X AS27133,18.63847935338612
2019 X 9 X C1030 X AS27133,5.6387631308396315
2019 X 7 X C1030 X AS27134,2.458656794549661
2019 X 8 X C1030 X AS27134,2.458656794549661
2019 X 9 X C1030 X AS27134,5.474460384007257
2019 X 7 X C1030 X AS27137,4.792079746713926
2019 X 8 X C1030 X AS27137,6.718955124399273
2019 X 9 X C1030 X AS27137,8.422940045755022
2019 X 7 X C1030 X AS27138,11.464454923168196
2019 X 8 X C1030 X AS27138,12.873228454669167
2019 X 9 X C1030 X AS27138,9.292635691079703
2019 X 7 X C1030 X AS27139,0.0
2019 X 8 X C1030 X AS27139,0.0
2019 X 9 X C1030 X AS27139,0.0
2019 X 7 X C1030 X AS42018,0.21098007052027062
2019 X 8 X C1030 X AS42018,0.21098007052027062
2019 X 9 X C1030 X AS42018,0.21098007052027062
2019 X 7 X C1030 X AS46000,0.371541420380122
2019 X 8 X C1030 X AS46000,0.371541420380122
2019 X 9 X C1030 X AS46000,0.371541420380122
2019 X 7 X C1034 X AS27000,18.297566635357025
2019 X 8 X C1034 X AS27000,46.20483217108198
2019 X 9 X C1034 X AS27000,18.99298639291999
2019 X 7 X C1034 X AS27132,4.845740238978937
2019 X 8 X C1034 X AS27132,5.139157566767393
2019 X 9 X C1034 X AS27132,3.634596303685229
2019 X 7 X C1034 X AS27133,14.953746369108769
2019 X 8 X C1034 X AS27133,39.004524171518824
2019 X 9 X C1034 X AS27133,53.424343377431164
2019 X 7 X C1034 X AS27134,27.670210829804375
2019 X 8 X C1034 X AS27134,4.767564833573625
2019 X 9 X C1034 X AS27134,23.585243679172695
2019 X 7 X C1034 X AS27138,8.057823774828941
2019 X 8 X C1034 X AS27138,8.134877963319855
2019 X 9 X C1034 X AS27138,11.168975280031637
2019 X 7 X C1035 X AS27000,2.36609689552363
2019 X 8 X C1035 X AS27000,12.937979707098043
2019 X 9 X C1035 X AS27000,14.94675865393327
2019 X 7 X C1035 X AS27132,1.603762330523011
2019 X 8 X C1035 X AS27132,1.603762330523011
2019 X 9 X C1035 X AS27132,1.603762330523011
2019 X 7 X C1035 X AS27133,9.486366775825163
2019 X 8 X C1035 X AS27133,45.962853571689976
2019 X 9 X C1035 X AS27133,47.76532035286189
2019 X 7 X C1035 X AS27134,17.452108022117514
2019 X 8 X C1035 X AS27134,17.452108022117514
2019 X 9 X C1035 X AS27134,17.452108022117514
2019 X 7 X C1035 X AS27137,1.2001295895800788
2019 X 8 X C1035 X AS27137,1.2001295895800788
2019 X 9 X C1035 X AS27137,1.2001295895800788
2019 X 7 X C1035 X AS27138,1.3596461255674177
2019 X 8 X C1035 X AS27138,7.632566792064315
2019 X 9 X C1035 X AS27138,8.403876040114442
2019 X 7 X C1035 X AS46000,19.44384874207224
2019 X 8 X C1035 X AS46000,19.926928420488412
2019 X 9 X C1035 X AS46000,21.72101144696995
2019 X 7 X C1051 X AS21126,0.0
2019 X 8 X C1051 X AS21126,0.0
2019 X 7 X C1051 X AS27000,40.13854272409778
2019 X 8 X C1051 X AS27000,14.78271429725726
2019 X 9 X C1051 X AS27000,37.48358608261742
2019 X 7 X C1051 X AS27132,0.2770887045908754
2019 X 8 X C1051 X AS27132,1.2715925259870156
2019 X 9 X C1051 X AS27132,0.44086428439609515
2019 X 7 X C1051 X AS27133,27.433087843977308
2019 X 8 X C1051 X AS27133,31.864121116070184
2019 X 9 X C1051 X AS27133,24.900933829319722
2019 X 7 X C1051 X AS27134,9.920454224287548
2019 X 8 X C1051 X AS27134,26.642939591692187
2019 X 9 X C1051 X AS27134,23.986003958227414
2019 X 7 X C1051 X AS27137,2.5840814105754424
2019 X 8 X C1051 X AS27137,1.1728671706335838
2019 X 9 X C1051 X AS27137,2.5840814105754424
2019 X 7 X C1051 X AS27138,5.520222688177314
2019 X 8 X C1051 X AS27138,6.508572152851994
2019 X 9 X C1051 X AS27138,6.374264151940661
2019 X 7 X C1054 X AS21126,0.05486882566309442
2019 X 8 X C1054 X AS21126,0.05486882566309442
2019 X 9 X C1054 X AS21126,0.05486882566309442
2019 X 7 X C1054 X AS27000,64.38172943002483
2019 X 8 X C1054 X AS27000,46.44714628709261
2019 X 9 X C1054 X AS27000,57.62088923808251
2019 X 7 X C1054 X AS27132,18.48779716269847
2019 X 8 X C1054 X AS27132,16.589062253316317
2019 X 9 X C1054 X AS27132,14.119085705820002
2019 X 7 X C1054 X AS27133,47.74053909108966
2019 X 8 X C1054 X AS27133,41.07452632079451
2019 X 9 X C1054 X AS27133,40.13783527852352
2019 X 7 X C1054 X AS27134,12.935661728703808
2019 X 8 X C1054 X AS27134,12.935661728703808
2019 X 9 X C1054 X AS27134,12.935661728703808
2019 X 7 X C1054 X AS27137,38.004451420049804
2019 X 8 X C1054 X AS27137,30.745687039042398
2019 X 9 X C1054 X AS27137,18.916103801806912
2019 X 7 X C1054 X AS27138,28.129379656146895
2019 X 8 X C1054 X AS27138,56.37987414705628
2019 X 9 X C1054 X AS27138,40.22643242438511
2019 X 7 X C1055 X AS17005,0.0
2019 X 8 X C1055 X AS17005,0.0
2019 X 9 X C1055 X AS17005,0.0
2019 X 7 X C1055 X AS21126,0.0
2019 X 8 X C1055 X AS21126,0.0
2019 X 9 X C1055 X AS21126,0.0
2019 X 7 X C1055 X AS27000,17.641503324628715
2019 X 8 X C1055 X AS27000,12.871462420911891
2019 X 9 X C1055 X AS27000,9.858187804049406
2019 X 7 X C1055 X AS27132,3.339654426008252
2019 X 8 X C1055 X AS27132,3.339654426008252
2019 X 9 X C1055 X AS27132,3.339654426008252
2019 X 7 X C1055 X AS27133,23.197774703597076
2019 X 8 X C1055 X AS27133,37.511473475119374
2019 X 9 X C1055 X AS27133,10.150275305090938
2019 X 7 X C1055 X AS27134,3.7650692511325645
2019 X 8 X C1055 X AS27134,6.017454951606858
2019 X 9 X C1055 X AS27134,0.0
2019 X 7 X C1055 X AS27137,0.7346735161145442
2019 X 8 X C1055 X AS27137,0.7346735161145442
2019 X 9 X C1055 X AS27137,0.7346735161145442
2019 X 7 X C1055 X AS27138,1.4461029473266778
2019 X 8 X C1055 X AS27138,1.4461029473266778
2019 X 9 X C1055 X AS27138,1.4461029473266778
2019 X 7 X C1055 X AS27139,0.0
2019 X 8 X C1055 X AS27139,0.0
2019 X 9 X C1055 X AS27139,0.0
2019 X 7 X C1055 X AS42018,0.0
2019 X 8 X C1055 X AS42018,0.0
2019 X 9 X C1055 X AS42018,0.0
2019 X 7 X C1055 X AS46000,0.12801750652605742
2019 X 8 X C1055 X AS46000,0.12801750652605742
2019 X 9 X C1055 X AS46000,0.12801750652605742
2019 X 7 X C1056 X AS21126,0.0
2019 X 8 X C1056 X AS21126,0.0
2019 X 9 X C1056 X AS21126,0.0
2019 X 7 X C1056 X AS27000,27.85573911359104
2019 X 8 X C1056 X AS27000,30.350895232123456
2019 X 9 X C1056 X AS27000,0.8273630642757457
2019 X 7 X C1056 X AS27132,3.3949197117793855
2019 X 8 X C1056 X AS27132,3.3949197117793855
2019 X 9 X C1056 X AS27132,3.3949197117793855
2019 X 7 X C1056 X AS27133,179.52790689704125
2019 X 8 X C1056 X AS27133,68.24931518958293
2019 X 9 X C1056 X AS27133,174.84004162222115
2019 X 7 X C1056 X AS27134,9.332125210254146
2019 X 8 X C1056 X AS27134,9.332125210254146
2019 X 9 X C1056 X AS27134,9.332125210254146
2019 X 7 X C1056 X AS27137,0.0
2019 X 8 X C1056 X AS27137,0.0
2019 X 9 X C1056 X AS27137,0.0
2019 X 7 X C1056 X AS27138,0.0
2019 X 8 X C1056 X AS27138,0.0
2019 X 9 X C1056 X AS27138,0.0
2019 X 7 X C1056 X AS46000,0.18411842458568237
2019 X 8 X C1056 X AS46000,0.18411842458568237
2019 X 9 X C1056 X AS46000,0.18411842458568237
2019 X 7 X C1058 X AS21126,0.13481792631635636
2019 X 8 X C1058 X AS21126,0.13481792631635636
2019 X 9 X C1058 X AS21126,0.13481792631635636
2019 X 7 X C1058 X AS27000,18.29230873762464
2019 X 8 X C1058 X AS27000,18.29230873762464
